	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	Component_101	Component_102	Component_103	Component_104	Component_105	Component_106	Component_107	Component_108	Component_109	Component_110	Component_111	Component_112	Component_113	Component_114	Component_115	Component_116	Component_117	Component_118	Component_119	Component_120	Component_121	Component_122	Component_123	Component_124	Component_125	Component_126	Component_127	Component_128	label
GSM3068512	-0.29776895	0.38817605	0.040056363	0.3806726	-0.6018408	0.51153135	0.39182934	0.3053558	0.74505746	-0.7426962	-0.27249372	-0.009940906	0.20892493	-0.3520737	-0.21239184	-0.03302194	0.099793844	-0.32644668	-0.18493037	-0.4454424	0.11880049	0.040733065	0.48369431	-0.17587128	-0.9310347	0.20495385	0.29451567	-0.118478395	-1.2143302	2.3295343	-0.16968732	-0.50560874	-0.055242095	0.33327645	0.16916841	-0.76035285	-0.13355902	-0.12715393	0.13928348	-0.21394095	1.2614485	-0.818066	0.07937114	0.45275298	-0.42291996	-0.3639628	-1.8968854	-0.721888	-0.12185858	-0.065574035	3.0725465	-0.13429622	-0.4560812	-0.55038756	-0.41057137	-0.04974266	0.904482	1.1095197	-0.0052712467	-0.044748023	0.34433457	0.04798535	-0.66932523	0.27166995	0.47690675	-2.0067747	0.9389655	-0.1947155	-0.4213561	0.37264156	0.50006527	-0.545531	-0.16542658	-0.002898413	-0.3039935	-0.16151844	0.030795895	0.11757028	0.24226339	1.4749635	-0.4950179	0.00041199388	0.0075195977	0.10863165	-0.0015071848	0.42576307	0.32214248	0.567509	0.22091305	0.21281505	0.24824142	0.19510879	-2.1125736	0.91198057	1.3510467	-0.911418	0.65568	0.29192722	0.9993755	-0.8294276	0.29862034	0.060592055	-0.15480164	-0.36546826	-0.6608505	-0.14299725	0.24714746	-0.25021747	0.0034668448	0.07200658	0.13664828	-0.27740672	-0.072261676	-0.23085634	-0.057939388	0.07422211	0.34891063	0.7335771	0.13243815	-0.0036230527	-0.83279413	0.11128697	-1.2785742	-0.453854	0.19927694	0.49544477	0.27389997	0.11975083	0.0
GSM3068513	-0.18712544	0.39594504	-0.43266726	-0.14008836	-0.68021023	0.29696527	0.83823615	0.033600427	0.23253305	-0.83288234	-0.36640933	-0.05544366	-0.07310716	-0.28625622	-0.4947779	0.096443646	-0.5237987	-0.24923798	-0.25858247	0.31024596	0.2741563	0.12257108	0.06777679	0.10729909	-1.0329487	0.3920605	-0.2146381	0.30634364	-1.2698584	2.137978	0.31621867	-0.013770391	-0.24266982	0.010819376	0.08403981	-0.80643	-0.36093792	-0.21604243	0.25146517	0.2036081	1.2652708	-0.6951526	-0.3629936	0.30538422	-0.40006155	-0.4098055	-1.4194269	-0.83213586	-0.12455626	-0.34535038	3.0107396	-0.06029742	-0.46555483	-0.038382404	-0.44701666	-0.33819547	0.9014389	0.9838381	0.70574194	0.32062182	-0.49599746	-0.25974992	-0.2350054	0.24160239	0.5637905	-2.1177864	1.1436512	-0.28514245	-0.092035785	-0.06007939	0.54839754	-0.57885045	-0.11158889	0.14420506	-0.23702048	-0.068259895	0.29880512	0.07268431	0.61727923	1.1045972	-0.29275194	0.023792438	-0.13212234	0.1335417	0.2328971	0.2341233	0.683115	0.7253693	0.4763273	0.56300694	0.07941121	0.19304644	-1.9006228	0.76637655	1.1822037	-0.57038516	0.5520872	0.5284996	0.86018974	-0.87959117	-0.056885157	-0.24840865	0.03386952	-0.4937132	-0.6131681	-0.19178805	-0.47506797	0.025865685	0.101308584	-0.24055937	0.18163843	-0.35384792	-0.20174323	-0.028966323	-0.34885314	-0.33112302	0.43118638	0.8655483	0.37991062	-0.15768132	-0.82041216	0.12775816	-1.8207605	-0.84197855	0.16325592	0.6848497	0.036736175	0.10768125	0.0
GSM3068514	-0.19745663	0.188085	-0.35503677	-0.97488886	-0.14205545	0.017594675	0.62003434	0.16043262	0.69516736	-0.77262557	-0.20924175	0.019045755	-1.1401824	-0.86397755	0.5210629	0.15379214	-0.066753455	0.3254547	-0.031990103	-0.6527263	0.37102646	0.39183292	-0.12818742	0.06862306	-0.40608874	0.26049542	-0.06352523	-0.89530873	-1.0544704	2.402534	0.7742102	-0.7579989	0.33090794	-0.08711089	-0.2692817	-0.66862094	-0.27183187	-0.38557842	0.07976586	-0.3916693	1.0359486	-0.4330942	-0.24471661	0.38541275	0.71919316	-0.75016695	-2.1765068	-0.3666664	0.10309873	0.31540003	2.5985293	0.08068566	-0.9962339	-1.1703476	-0.19480456	-0.18669303	1.6361392	1.3564103	0.7793988	-0.6681672	0.37715185	-0.16298486	-0.8797521	0.36392304	0.72972924	-1.9121655	1.2158875	-0.3183608	0.04127703	0.71101415	0.46464604	-0.51599485	-0.17789115	0.26359922	-0.32305157	-0.59266365	-1.0096132	0.5042058	0.5100017	1.2911732	-0.26145115	-0.20523551	0.11444105	-0.13769354	0.91466314	0.49478635	0.21554539	0.5171954	0.16832305	0.07654874	0.29111415	0.25098762	-1.6895921	1.0866116	1.678474	-0.71842724	0.6516586	0.30429843	0.5265079	-0.8532695	0.32175887	-0.47325456	0.06870757	-0.18499163	-0.46466118	0.20522934	-0.06508797	0.24813071	0.18024857	0.5841904	0.42736465	-0.5965343	-1.2259821	-0.8474746	0.95467854	0.7176295	-0.4006499	1.1684961	0.9695928	0.6086901	-0.94987535	-0.23822036	-1.4555409	-0.6948095	0.49858853	0.24783748	-0.2528124	0.24455354	0.0
GSM3068515	0.06404657	0.065462545	0.030919017	0.21968174	-0.41421774	0.5026956	0.7251638	0.3400134	0.48202366	-0.88615936	-0.37025574	0.10963177	-0.03332947	-0.24467106	-0.36565787	0.064674765	-0.3779216	-0.18607874	-0.15233806	-0.09434262	0.09466274	-0.13464832	0.028873987	-0.07315623	-1.0031894	0.25355414	-0.23055798	-0.03380425	-1.1761653	2.111412	0.10398781	0.03255604	0.029473113	0.14189076	0.14890532	-0.8637554	-0.27546555	0.4973146	-0.06508861	0.0566957	1.1602817	-1.0044764	-0.21288756	0.439858	-0.12955953	-0.19358863	-1.5942664	-0.6064286	0.20036143	-0.08638232	3.0071032	0.053360075	-0.45382088	-0.37879238	-0.3370231	-0.0866189	0.8178037	0.9671751	0.2994949	0.08555101	-0.63344324	0.21339296	-0.7091584	0.23085439	0.5742607	-1.8744863	1.1841671	-0.21625832	0.029840486	0.63188577	0.653567	-0.42650065	0.0033219445	0.13239563	-0.25265774	-0.18373334	0.2923471	-0.35813546	0.7643207	1.4624667	-0.6707563	0.61707646	-0.20253846	0.1716542	0.2308344	0.2381179	0.6534675	0.6289291	0.1760568	0.3791823	0.03364477	0.4111185	-2.0109215	0.8893584	0.8825617	-0.52194756	0.7922069	0.31449214	1.0999681	-0.92573243	-0.22694704	-0.045999475	-0.11622335	-0.032946452	-0.6901174	0.19839194	0.036586598	-0.38099605	0.25692296	-0.20251359	0.8453605	-0.964287	-0.015412489	0.52538383	-0.1456117	0.043837517	0.47111756	0.94485533	0.22974949	0.28422838	-0.75993687	0.107931234	-1.3477286	-0.6851474	0.14784119	0.43741095	0.20603724	0.09461822	0.0
GSM3068516	-0.080229625	-0.20716473	0.27469113	0.27141866	-0.7232513	0.6471672	0.65610695	0.38392285	0.57959545	-0.8666875	-0.08651841	0.2952993	0.2551888	0.3873807	-0.18657368	-0.2315451	0.38130626	-0.24126424	0.07025288	0.45793504	0.24187395	0.2342897	-0.14809489	0.34381032	-1.0170275	0.15695988	-0.10713081	0.45952013	-0.91876525	2.2268672	-0.006991302	0.16316836	-0.12503715	-0.017122056	0.0974486	-0.8065534	0.07230646	0.38477913	-0.035775483	0.4811471	1.1299247	-0.7773708	-0.41266054	0.31671658	-0.2598954	0.24771655	-1.4651992	-1.022806	0.010306865	-0.17751998	3.0192919	-0.13882299	0.402878	0.27141383	-0.25934508	-0.12583052	0.7260194	0.5632124	-0.6464711	0.014949389	-0.039825745	0.5489517	-0.5210069	0.30180025	0.616303	-2.2579563	1.169071	-0.20654953	-0.35194117	-0.5387181	0.6258539	-0.6365171	-0.25640613	0.06294462	-0.009916344	-0.24855112	0.37216792	-0.2639882	0.7047394	1.1599985	-0.115313694	0.014639933	-0.49918386	0.038881745	-0.17800052	-0.30398864	0.69430274	0.60627866	0.38293836	0.14439915	0.10457135	0.33035502	-1.9792103	0.97023904	1.1183703	-0.5891641	0.4440824	0.07546504	1.165465	-0.8952333	-0.29068142	0.3164748	0.26174527	0.036334157	-0.53448695	0.1081165	0.121034935	-0.46371183	0.08271287	-0.29373443	-0.22218773	-0.1508002	0.17218922	0.21680886	0.17181522	-0.20402226	0.38566113	1.1193852	-0.20378365	-0.041539576	-0.87031376	-0.041389056	-1.551698	-0.76224643	0.009390319	0.71631676	0.3555543	0.088186696	0.0
GSM3068517	-0.8593983	0.92711985	-0.120891444	-0.41057175	-0.30944034	0.17641562	0.52340066	0.15978329	0.38077968	-0.85796475	-0.26739603	-0.10409285	-0.48927072	-0.61147714	0.049821857	-0.05445171	-0.19729905	-0.38023022	-0.08936357	-0.68703496	-0.034889508	0.23991697	0.014171113	-0.3246552	-0.4230663	0.21035233	-0.03530819	-0.11767695	-1.0566962	2.0826592	0.95589215	-0.48036847	-0.2773566	-0.15632696	-0.13166696	-0.61650914	0.05485045	-0.22562428	0.51753414	0.16928405	1.1024202	-0.47394693	-0.33645952	0.31723824	-0.1377428	-0.94479704	-1.817384	-0.28057212	0.050795123	0.008134609	2.9074016	0.036040694	-0.980083	-0.7625896	-0.31459245	-0.20481575	1.1180397	1.074545	0.9119934	0.035837706	0.22784612	-0.55925804	-0.65326035	0.3064101	0.81852025	-2.0722358	1.1293024	-0.35752064	0.516205	0.49986625	0.50726074	-0.5368346	-0.11660275	0.23432842	-0.22194795	-0.1758237	-0.23220441	0.6469787	0.36922425	1.2765187	-0.075714335	-0.363657	0.15792908	0.21609953	0.60579073	0.38667935	0.2420576	0.47585556	0.27441606	0.21468346	0.22150363	0.3976301	-1.9220387	0.87887853	1.2336836	-0.7576365	0.67183596	0.18827587	0.6100248	-0.7851338	0.18401456	-0.45079798	0.0055714515	-0.142214	-0.46788988	0.07047744	-0.6102209	0.2736874	0.039711546	0.20239677	0.38198048	-0.4279223	-0.48899335	-0.6578055	0.23359264	0.027141608	0.021616494	1.3079914	0.738333	-0.30424318	-0.9439636	0.040281847	-1.3540761	-0.74195445	0.22116798	0.21197595	0.1196639	-0.05362788	0.0
GSM3068518	-0.70247084	0.3568866	-0.1664119	0.023239024	-0.31631112	-0.09356559	0.47150573	0.19841692	0.15226875	-0.50668347	-0.5802922	-0.15723059	0.17432746	-0.2750845	-0.15423635	0.05865706	-0.4269745	-1.285562	-0.20975648	-0.27213675	0.12988213	0.075878195	0.11164519	-0.6126991	-1.0386254	0.2781924	-0.059063286	0.17713349	-1.4808835	1.9959666	-0.064420775	0.082089305	0.080978625	-0.19834836	0.42140737	-0.7847183	-0.090579	0.058476813	0.67728716	0.7022083	1.3450426	-0.8991631	-0.033809073	0.43626803	-0.41158268	-0.3970187	-1.87023	-0.68759394	-0.16536279	-0.04767662	2.6560524	-0.105013676	-0.6504339	-0.124633454	-0.18999842	-0.1405745	1.039615	1.1763698	0.8920553	0.41404828	-0.33275345	-0.25049776	-0.21224856	0.04036694	0.58688617	-1.9356613	1.1732203	-0.4078507	0.1768877	0.27137762	0.49355844	-0.46768284	-0.0036662328	-0.15684944	-0.2138833	-0.07323686	0.99343944	-0.14037518	0.96006894	1.5824847	-0.59614706	-0.017475301	0.16056079	0.011502036	0.023242338	0.23388825	0.43804488	0.59258187	0.17109184	0.318902	-0.018480616	0.21781677	-2.2812903	1.0147071	1.072872	-1.1630975	0.582021	0.15842894	0.5572532	-0.710317	-0.16916281	-0.0856385	0.086307354	-0.19229594	-0.5074887	-0.23776841	-0.8247796	0.36723357	0.013875371	0.00617622	0.2502007	0.39447686	0.12689458	-0.18599871	-0.88021976	-0.4646567	0.3752949	0.85759395	0.30932266	-0.15695798	-0.9396329	0.1709087	-1.6330607	-0.71680593	0.14775573	0.26125276	-0.09638327	0.21204174	0.0
GSM3068519	-0.49380007	0.06138223	0.09846232	0.4217658	-0.35571724	0.25211775	0.57375777	0.21011037	0.062908925	-0.48279047	-0.49981794	-0.1282215	0.44433194	0.8408076	-0.108913794	-0.71730185	0.36045215	-0.38414204	0.16060372	-0.29623365	0.20130973	-0.058141492	-0.19632773	-0.4710105	-1.2292879	0.13311304	-0.22064406	0.13303146	-0.9828672	2.1800096	-0.30289334	-0.06669704	0.015679495	0.12523536	0.25206926	-1.0175991	0.08393406	-0.25582236	-0.21454223	0.050834235	1.0331717	-0.92462385	-0.21827672	0.3720397	-0.074180916	0.41135553	-1.644507	-0.92541754	0.04665367	-0.1283748	3.0604353	0.36912698	0.48329416	0.7221429	-0.26800928	-0.11119902	1.1921469	1.2124704	-0.18531002	0.264188	0.34822562	-0.5273964	-0.5948894	0.27122998	0.5502636	-2.0624175	1.1801068	-0.24359177	0.13187471	0.2580356	0.47992674	-0.6297113	0.244669	-0.052432876	-0.11114314	0.5361065	0.15722843	0.51850456	0.76697487	0.74057686	0.6118911	-0.09100359	0.23640846	0.25209716	-0.43417132	-0.68977535	0.69615674	0.7162319	0.29173583	0.4825637	0.24716745	0.11678078	-1.7362052	1.2801	1.3383592	-0.38169023	0.95587295	0.35402167	0.77487326	-0.78748477	0.05182091	0.41970077	0.3930764	0.17567722	-0.8366066	-0.015394354	0.059386406	0.5815725	-0.08228184	0.090868436	-0.38163668	0.37779155	0.9084365	-0.2965453	-0.3866403	-0.3510084	0.4561613	1.002233	-0.3319696	-0.33999446	-1.0152935	0.03912322	-1.8957634	-0.78565633	0.2998809	0.04124102	0.07585436	0.36394083	0.0
GSM3068520	0.12989096	-0.38064054	-0.9650426	-1.551898	-0.42311063	-0.08623317	0.42078102	0.2011441	0.51684064	-0.66314137	-0.35817418	-0.052090183	-1.0565304	-0.06230544	0.6136565	-0.022230374	0.2798688	0.72691065	0.2776621	0.26072106	0.22348528	0.36224365	-0.88882005	0.15080903	-0.5959477	0.26876047	-0.12917629	-0.4297231	-1.2959787	2.2451856	0.39606655	-0.6001476	0.006812533	-0.026304333	-0.09015584	-0.827568	-0.35129067	-0.6068027	-0.30417618	0.36095917	1.1032509	-0.6324724	-0.32822993	0.33345923	0.3822115	-0.3905283	-1.9543582	-0.4384834	-0.0138073275	0.30334017	2.4821067	-0.077592656	-0.35076046	-0.10635952	-0.24048327	-0.4386028	1.4553674	1.2384955	0.56599283	-0.33338732	0.5137932	-0.2320012	-0.4887367	0.15398407	0.8513214	-2.1728272	1.1130953	-0.56813323	-0.02852857	-0.62407035	0.37909678	-0.4628862	-0.2745727	0.1589176	0.49113423	-0.21075301	-1.6712792	0.47675303	0.8089849	1.1509079	0.2570695	-0.73726124	-0.062385615	-0.18561588	0.6277794	0.15758167	0.27767703	0.44082803	0.1799367	0.16796309	0.31400687	0.07366368	-1.8653909	1.1817088	1.2399359	-0.70637417	0.5462558	0.021320526	0.43575782	-0.6821819	0.44087538	0.07652651	0.6246509	0.09313041	-0.38872087	0.060311068	0.6212054	0.20815994	-0.036278844	0.48660767	-0.28984442	0.3644911	-1.2254148	-0.99910545	0.8610313	0.27367565	-0.3221523	1.1649766	0.52862453	0.2194102	-1.1216745	-0.021951444	-1.6741794	-0.96120155	0.2659866	0.14146927	-0.23797928	0.31750268	0.0
GSM3068521	0.1084321	-0.1872977	0.50812846	0.69808334	-0.43970114	0.27827364	0.84125733	0.40767825	0.6699457	-0.78081286	-0.30786148	0.17727254	0.50156575	0.55316436	-0.23361537	-0.21165483	0.075548865	0.1349979	-0.07826777	0.25965267	0.34704491	0.30387375	0.0320727	0.075778015	-0.84515214	0.1686848	-0.04935203	0.23499419	-0.8582764	2.3278859	-0.11783445	0.3151644	-0.024509665	0.29206118	-0.22891007	-0.7812065	0.090040885	0.22070466	-0.031420954	-0.052879006	1.1493248	-0.74840134	-0.29575834	0.29812258	-0.017963434	0.61769253	-1.6677963	-0.42472348	-0.06514307	0.15579695	2.8257446	0.025841504	0.37626728	0.27447516	-0.4552594	-0.15494424	0.98937285	0.9143983	-0.65527624	0.17721058	-0.088206194	0.07354781	-0.82769984	0.48604378	0.78251994	-1.8528484	1.094069	-0.30978703	0.028833121	0.002042921	0.48336104	-0.7605838	0.066056125	0.31772497	0.06750969	0.23952395	0.38249943	-0.3900371	0.5521239	1.2794095	0.4663146	-0.045129664	-0.19103463	-0.107285984	-0.42209464	-0.31241795	0.5394504	0.83045083	0.2883302	0.26204666	0.21511978	0.27000102	-1.7254356	0.94925946	1.0872308	-0.63731647	0.85088044	0.21308024	0.9588774	-1.0435445	-0.030860042	0.15136294	0.10522554	0.17263804	-0.71114	-0.021791648	0.30554613	-0.1893834	-0.103967965	-0.04829457	-0.64703774	0.21597956	0.4939744	0.44329867	-0.32942215	-0.21066129	0.013884689	1.0407176	-0.25412282	-0.18890868	-0.8702456	-0.10596567	-1.5702163	-0.6174013	0.42703122	0.33915016	0.18153791	0.25514343	0.0
GSM3068522	-0.11266331	0.09190366	0.28171992	1.0890602	-0.3324477	0.12524045	0.6938512	0.29333022	0.41566062	-0.6091377	-0.48587078	-0.09783062	0.7590574	0.06859948	-0.021339409	0.042736694	0.5558808	-0.11093614	-0.05343081	-0.32063407	-0.14828104	0.13363013	0.041574173	-0.51457745	-0.79406667	0.18029538	0.4997212	0.13154556	-1.206776	2.2918303	-0.24210672	-0.4691306	0.0785778	0.11082113	0.14731205	-0.85292417	0.4330933	-0.044114873	0.11893975	-0.063789494	1.3855054	-0.85427207	-0.22781542	0.2833169	-0.8172757	0.39879107	-1.4633642	-0.87305295	0.1437606	0.09967934	3.136498	-0.05794763	0.1812871	0.20718625	-0.34562165	-0.009453116	0.9755187	1.048298	-0.94041795	-0.17926106	0.54052484	-0.15007727	-0.5267715	0.22278261	0.5435941	-1.9410259	1.0952181	-0.2798679	-0.11234209	0.0019921793	0.63769937	-0.49311683	-0.008549804	-0.07037193	0.28143036	0.16809712	0.43577155	0.34472644	0.5382105	1.3884748	0.23126203	-0.052910905	-0.23655339	0.062598184	-0.44513813	-0.10179779	0.45053813	0.6320627	0.17459045	0.07397162	0.27074552	0.3594526	-2.215069	1.0869608	1.2502608	-0.8691409	0.6054344	0.2511382	0.92029536	-0.7910958	0.35235143	0.22818327	0.22219141	-0.55680394	-0.62211394	0.0009924177	0.3123093	-0.4417969	-0.13165562	-0.24713619	-0.30992666	0.06827598	0.30691558	0.22320391	-0.16722064	-0.2226532	0.3720661	0.7699302	-0.56170654	-0.778252	-1.0896624	0.19003725	-1.3834264	-0.49824175	0.055118356	0.34328708	0.265976	0.2511828	0.0
GSM3068523	-0.76220626	1.0490869	-0.16858728	0.010222232	-0.3228159	0.045221716	0.5228457	0.18911538	0.42132485	-0.75519407	-0.44527948	0.006988712	-0.37976408	-0.6602306	-0.08858297	0.11888818	-0.55881315	-0.5212122	-0.45714685	-0.6296399	0.13510291	0.1580566	0.14438011	-0.017275346	-0.7908499	0.09454544	-0.24748646	0.026341164	-1.1769984	2.3177369	0.6610103	-0.7358155	-0.16144383	0.12595008	-0.094961226	-0.69435656	-0.35166854	0.038420655	0.44158703	0.26389492	1.1938895	-0.7952488	-0.2184949	0.15783805	-0.07140184	-0.49977556	-1.3985728	-0.639156	-0.13716373	-0.058406767	3.1433368	0.24441169	-0.7698031	-0.16569684	-0.34275213	-0.05609893	1.2879686	1.1043643	1.0070069	0.25955597	-0.13996029	-0.84456915	-0.6888319	0.23067458	0.7121726	-2.0092907	1.1118362	-0.52276355	0.7450352	0.7098733	0.42562303	-0.51835	-0.008359734	0.04814027	-0.39648485	0.10390705	0.289938	0.2500914	0.7367219	1.3345131	-0.14465271	-0.06366862	0.22498854	0.04138949	0.60757744	-0.07571509	0.40269393	0.6092578	0.40782005	0.2589324	0.23767082	0.29774264	-1.9670466	1.0849501	1.0958759	-0.7572054	0.78514075	0.18259504	0.70711255	-0.7894358	-0.11386277	-0.47877213	0.11964758	-0.04381637	-0.3732656	-0.15367739	-0.86096394	0.06632107	-0.01019544	-0.12278643	0.42816013	-0.7098553	-0.046820298	-0.17941017	-0.26187813	0.21226895	0.27528843	1.0561934	0.9049842	-0.21016255	-0.9756569	0.10645521	-1.5147421	-0.7458202	0.07151014	0.40119234	0.09398858	0.19791219	0.0
GSM3068524	-0.282059	0.42101118	-0.3125848	-0.20337518	-0.3072448	0.38480246	0.5317873	0.40760946	0.55472505	-0.50289863	-0.35927555	-0.16552223	-0.5198794	-0.9223131	0.007753367	0.22730705	-0.42607594	-0.34902772	-0.008320502	-0.38215807	0.08962787	0.2702534	0.24019682	0.037715945	-0.7164009	0.22946696	0.11892481	-0.7075038	-1.0450865	2.2079835	0.10794092	-0.2379239	0.15519792	-0.052365284	0.11620959	-0.73060155	-0.22586638	0.020701213	0.14327703	-0.34433347	1.2610518	-0.7253126	-0.54207885	0.5157452	0.33971226	-0.41644734	-1.5663621	-0.6265587	0.31116405	0.19306923	3.1366723	0.061968554	-0.60408175	-0.9091624	-0.28938118	-0.11498654	1.0283678	1.1608628	0.73584676	-0.06939374	0.06286076	-0.019522037	-0.58213395	0.26192218	0.5972649	-2.033176	1.249171	-0.21835618	-0.20590541	0.656956	0.40824208	-0.45128363	0.015545737	0.022395551	-0.21734263	-0.4201425	-0.39834136	-0.16206546	0.42904413	1.280219	-0.39863974	-0.07983635	-0.07149136	0.28529742	0.39851004	0.6905509	0.292905	0.5242134	0.17328158	0.11602491	0.38750747	0.36886585	-1.7663051	0.7038859	1.3351405	-0.81192803	0.7970299	0.19252679	0.9076053	-0.9240018	0.19864738	-0.17019401	-0.2069272	-0.16329499	-0.5898682	0.11623367	-0.11641699	0.099407814	0.20183557	-0.016642444	0.64539045	-0.6349898	-0.6594846	-0.11367873	0.22464922	0.33028203	0.44077554	1.0917152	0.71072	0.7776837	-0.7397978	-0.0355591	-1.5242692	-0.67394	0.3345354	0.2755729	0.0683121	0.3920911	0.0
GSM3068525	-0.17974101	-0.38584048	0.15461953	0.14467205	-0.4894996	0.2636377	0.42764774	0.2910597	0.20256302	-0.68493325	-0.53872377	-0.290406	-0.01601018	-0.08607856	-0.22371839	-0.3403413	-0.2183382	0.2842992	0.1165204	0.3347721	-0.15540794	-0.03397356	-0.068074904	0.04491161	-0.795931	0.3583758	-0.095118105	0.31439224	-1.3064746	1.9564042	0.18113445	0.18216969	-0.05383442	-0.028437266	-0.008921822	-0.9267353	-0.12376103	0.265918	-0.24181469	0.17568024	1.3430578	-0.955664	-0.44082904	0.47055885	-0.019915966	-0.10814835	-1.1280118	-0.8476399	0.18937877	-0.07235676	3.2392275	-0.017552614	0.08118042	0.076859534	-0.40281403	-0.09763218	0.67045486	0.8779388	-0.07587082	0.03394757	-0.01791554	0.44897434	-0.30434713	-0.055083137	0.39330065	-1.9025488	1.0721364	-0.3835682	-0.2193761	0.0770261	0.49600112	-0.7198685	0.2985657	-0.12624718	-0.05162568	-0.19958302	-0.040554207	-0.39303902	0.586751	1.1618923	0.019349612	-0.023408132	-0.41540688	0.11683431	-0.38020882	-0.0121836085	0.48776436	0.6682108	0.29844174	0.17524399	0.21493465	0.26365906	-2.349875	1.0589552	0.9523839	-0.58518755	1.0943007	0.26569396	0.6302998	-0.8109294	-0.21249875	-0.15876272	0.06520607	-0.06065068	-0.63148296	-0.107531056	0.23318955	-0.29171732	-0.072157584	-0.3252062	-0.028989939	-0.086086415	0.040779393	0.07884969	0.052163325	-0.15749392	0.5520014	1.0169114	-0.25635114	0.03048639	-1.114847	0.3373673	-1.4797769	-0.83470815	0.17732956	0.3076118	0.056979496	0.21602775	0.0
GSM3068526	-0.3772971	-0.19063568	-0.83472896	-0.7154687	-0.35348624	0.08149501	0.44598457	0.1382622	0.7011263	-0.96001226	-0.249693	-0.0043702857	-0.2736832	0.43733042	0.15598619	-0.16755983	0.07996032	0.056272186	0.1347661	0.67813855	0.27616736	0.32540533	-0.6153811	0.22109812	-0.5361605	0.33420092	-0.18746972	0.17196181	-1.155403	2.2710814	0.6943445	0.16444045	-0.78223854	0.044001512	0.028849224	-0.64321685	-0.55344266	-0.47419125	0.09202403	0.5028161	0.81379634	-0.66864276	-0.51603	0.5481962	-0.13883314	0.033499483	-1.8788974	-0.4329688	-0.18468991	0.075395495	3.0323334	0.13708808	0.10298848	0.6388666	-0.2245903	-0.202644	1.2563348	0.98270285	0.12657878	0.16897061	-0.15131803	-0.43342397	-0.7740978	0.24559477	0.8225136	-1.9799924	1.2800425	-0.36166933	0.1804673	-1.1062918	0.5228744	-0.4746292	-0.07281338	0.21359554	0.6633814	0.21355477	-1.0509025	0.14242746	0.5396043	1.0782509	0.39512944	-0.50356364	0.16810356	0.2116828	0.29205754	-0.3330143	0.13070925	0.41993338	0.45756444	0.1849791	0.171799	0.32859778	-1.8670186	0.84361714	1.231313	-0.71851623	0.58071226	0.100103684	0.5515054	-0.55399835	0.2591384	0.090570286	0.38856104	0.24236141	-0.5629247	0.053286187	0.22006218	0.019763295	-0.02329214	-0.13123702	-0.57552296	-0.01184493	-0.34177428	-0.27421147	0.07870534	-0.13031696	-0.111390725	1.3542161	0.04720716	-0.34369665	-0.8846481	-0.06310099	-1.4336023	-1.0338835	0.2440339	0.08628657	0.09199749	0.26400265	0.0
GSM3068527	0.000118157324	0.037990216	0.1833907	-0.0835346	-0.3892202	0.24418236	0.5876443	0.3983583	0.34927055	-0.42904907	-0.7262977	-0.2623697	0.42890534	-0.024307052	-0.15680496	-0.43589014	0.36047953	-0.7500934	0.06733537	0.13725291	0.44477803	0.12648311	0.3939604	0.009893837	-0.80187494	0.40925846	0.04818291	0.37908903	-1.3643185	1.8364323	-0.6101919	7.702137e-05	0.08739558	-0.14200011	0.018723855	-1.0448858	0.13060108	0.11697762	0.35530463	0.16056068	0.8945124	-0.59846145	-0.2922473	0.6561845	-0.510378	-0.23308302	-1.7114091	-0.9109874	0.13657974	-0.070041366	2.8232672	0.03948986	0.5868857	-0.014848091	-0.26448402	0.0021145248	0.8531425	0.74721366	0.20809706	0.504702	-0.20187366	0.5692882	-0.2703947	0.012126378	0.5824337	-1.965072	1.2178798	-0.4860315	-0.42641637	0.036745034	0.5045007	-0.41425055	0.03248328	-0.19993536	0.21826574	-0.13583985	0.2866061	-0.74539185	0.5100084	1.4465374	-0.40204915	0.23142256	-0.28696033	0.40159038	-0.5478986	0.22068639	0.5223954	0.7707982	0.15975845	0.12253399	0.21445735	0.6536585	-1.702939	1.0341818	1.3062489	-1.2056943	0.92186445	0.20961107	0.8476287	-1.0491618	0.20898639	0.12955144	0.18507849	0.043692656	-0.58836854	-0.07385169	-0.34113958	0.21044827	-0.14246951	-0.2671656	-0.045928124	0.22014551	0.23265022	0.49699554	-0.5337023	0.20949137	0.096934274	0.83648187	-0.6618952	-0.16497403	-0.8915138	-0.085037485	-1.3087785	-0.9791453	0.28692627	0.4664983	0.09072055	0.38189286	0.0
