	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249404	-0.20314112	-0.9649153	0.6027141	-0.31701574	-0.08349079	1.1651903	0.39200002	-0.05755509	-0.4440725	0.4054461	0.5287301	-0.5662184	0.3031047	0.43143892	-0.4976343	0.41595247	0.57344735	-0.057915848	-0.0033935774	-0.7367432	-0.3661912	-0.5249001	0.12047074	-0.89728487	0.80372036	0.6113531	-0.21506242	0.040796325	0.44819173	0.8240586	0.73790646	-0.3000768	0.72746825	0.15571183	-0.31853476	-0.30454654	-0.17777392	0.75322723	0.5464819	-0.3955412	0.10330281	0.38520613	0.7199345	0.48978528	-0.22126693	0.751626	0.092392385	-0.6339539	-0.1195355	0.12706317	0.015242294	-0.037053842	0.1645563	-0.65490633	-0.5566774	-0.2343426	0.5847183	-0.16773832	-0.9109829	-0.027838506	0.16877994	-1.2457838	0.26358455	0.34819093	0.22450705	1.1524534	-0.42676687	0.32166407	-0.6737154	-0.51773494	-0.4420115	-0.8074316	-0.550021	0.18606786	0.15441146	-1.009926	0.91867405	0.5098497	-0.5118987	-0.11468433	0.40410763	0.073146574	0.29721692	-0.7682748	-0.52155596	0.24425787	0.25327575	0.34138188	-0.008775009	0.15902609	-0.005516986	-0.42593068	0.2026194	-0.100949936	-0.028685968	0.78412974	0.18010767	0.58991796	-0.10086724	-0.63835967	0.0
GSM6249406	0.13898428	0.14609905	-0.0006433728	-0.21787383	0.336476	-0.33256373	-0.21174812	0.107714005	-0.655085	0.8951432	0.7414445	-1.3806167	-0.061370034	-0.13114215	-0.8926951	-0.22638506	0.29448113	-0.021220904	-0.5644627	0.2808423	-0.22009341	0.6410909	-0.13153991	0.13605805	0.06475506	1.0852958	0.020673305	-0.6617273	-0.6212453	-0.021560857	-0.4880421	-0.92351806	1.1604558	-0.5101048	-0.18532798	0.117216006	-0.36941928	-0.12569465	0.3337357	0.8244374	0.17665263	0.042728845	-0.1481317	-0.2273413	-0.4893046	0.55174226	0.92910177	0.7062816	0.51168144	0.8918364	0.33674395	-0.25078356	-0.104582146	0.5540216	0.3166559	0.6768341	0.38716304	0.38065723	-0.32276717	-0.5538839	0.44988623	-0.2650736	-0.5928973	0.24525446	-0.736109	1.3870649	0.020729167	0.96021634	0.5896002	0.24274097	0.3386615	0.288848	-0.89838594	-0.010983742	-0.3812602	0.10622384	-0.16237685	0.20767243	-0.26296496	-0.24200292	0.87931234	1.1107792	0.43597648	0.35261947	0.036524113	-0.30028775	0.7526472	0.0035904334	0.082836464	0.11281216	0.78677374	0.21089247	-0.67554367	-0.95516086	0.13549402	0.37301984	-0.1953573	-0.0451205	-0.07335264	-0.6052408	0.0
GSM6249408	-0.13690445	0.22176977	-1.559674	0.43114606	0.039390188	-0.2225726	0.24453019	-0.4590456	-0.45347756	1.060387	0.4152371	-0.7985619	-0.60102826	0.113129035	-0.18280257	-0.47222558	1.0309393	0.24897012	-0.1704796	-0.3750202	-0.6857556	-0.7146476	0.36447462	-0.14359896	0.27929294	-0.1440778	-0.381792	-0.38597074	0.4704332	-0.10115443	-0.618305	0.3063151	-0.03604835	0.31841803	0.56057405	-0.99925786	0.50299394	1.274246	0.43851745	-0.41310996	-0.18088423	-0.05712824	0.7937046	-0.5382592	0.54580534	-0.26361847	0.73136324	-0.24903938	-0.009421272	-1.0433357	-0.32826865	-0.32807237	0.15834576	-0.08059073	0.5830274	-0.054323386	-0.16147238	0.36084095	0.06148229	0.37100556	1.5245199	0.67941296	0.7055105	-0.5571761	-0.37526035	0.80061185	-0.53384256	0.24138716	0.6273936	-0.44902083	-0.62607193	0.14874156	-0.23827454	-0.2257152	0.23503591	0.34719425	-0.115740746	0.8341764	0.11478954	-0.048045322	-0.45824495	-0.71414596	-0.4980749	0.19660309	0.8615941	-0.4382228	-0.17962535	-0.16697533	-0.42109618	-0.43996042	0.61586255	-0.59190565	0.5170948	0.9256106	0.26951885	0.5417695	-0.6933692	0.22624393	-0.7217689	-0.7176165	0.0
GSM6249409	0.48073876	0.6000987	-0.47421202	-0.25264585	0.18028587	-0.1267273	0.099114865	0.19462268	0.055655893	0.37876824	0.20875813	-1.1089251	0.24053138	0.42659935	-0.1585602	0.72247064	0.64947724	0.03559075	0.12066457	0.18291685	-1.2362055	0.6390992	0.09176247	0.78012407	-0.709989	-0.36128345	0.28626484	0.59720814	-0.38050178	-0.6087988	-0.56146365	-0.4767305	-0.7226899	-0.2801374	-0.40990767	0.65987104	0.58512115	0.58980757	0.1227394	-0.011270138	0.45789552	0.15874943	-0.075959206	0.5729486	0.41931725	-0.12425422	-0.0039428947	0.18153812	0.7694374	0.22622499	0.18529677	0.5246016	0.3807519	0.37152004	-0.20890372	-0.13623996	0.21250091	0.35518375	-0.5152317	0.047522694	0.017119719	-0.20367114	-0.048632625	0.06817861	-0.4495408	0.56219417	0.12087687	0.494339	-0.029726056	0.014957531	-0.7743569	-0.4207875	0.47569507	-0.008603322	0.071153656	-0.45581275	0.18105122	0.3310953	0.4661084	-0.4460793	0.6824411	-0.22797513	-0.17285472	0.4496581	-0.07046389	-0.06462046	-0.18603027	-0.6631569	-0.9249701	-0.24531661	-0.22229911	-0.11562201	0.00024106874	0.11677717	0.27558735	-0.59510976	-1.43497	-0.025127238	-0.19549371	-0.34654263	0.0
GSM6249410	-0.02650439	-0.6668661	-0.5455298	0.41187847	0.08355135	0.21642084	0.09621255	0.58020765	0.8001197	-0.10965174	0.051211733	0.68052137	0.028000573	-0.6913171	-0.04845966	0.11921482	-0.43211582	0.6153021	-1.2506062	0.12376234	-0.0421874	0.1301195	-0.32186192	0.058886737	-0.1566114	0.46674728	0.11287417	0.559601	0.4675182	-0.83095795	1.0776966	0.90772504	0.29148453	0.3382344	0.11603285	-0.2130782	0.22313508	-0.4518412	-0.29162586	0.20414773	0.43334728	0.5709931	0.24028975	-0.478453	1.3191906	0.43913808	-0.16719066	0.24550447	-0.9383264	0.32456073	0.5421479	-0.54393566	0.13413554	1.3636746	-1.2015159	-0.72136843	-0.108321674	-0.1032526	0.22368386	0.014614479	-0.6659388	-0.7995914	-0.24439986	-0.0086334245	0.41993502	0.20041183	-0.5624329	0.5538376	-0.5909097	-0.00019243867	0.3330834	-0.50952464	0.64869267	0.09329084	-0.055347957	0.090277255	-0.6187973	0.48754716	-0.7984185	0.5393682	-0.18559334	-0.5832665	-0.09148635	-0.045095805	-0.07807719	-0.15746745	0.07824249	-1.4792397	-0.028507581	0.3919187	-0.37247896	0.07633052	0.06894698	-0.027703237	-0.42686749	-0.2838906	0.5710492	0.46836275	0.56892735	0.3199194	1.0
GSM6249413	0.6743578	-0.16892904	-0.028921895	0.6816682	0.49230644	1.2096924	-0.2722279	-0.4363641	0.3205906	0.13080962	-0.6356955	0.9473766	-1.1662728	-0.059063338	0.015991364	0.15348311	-0.16457504	-0.15676741	-0.4585263	0.31376684	0.045670185	0.13049231	-0.41889414	1.2368737	-0.09476705	-0.21311967	-0.6347677	-0.65800303	0.39510375	0.50153553	0.115975134	-0.009354482	0.22324303	0.32533902	0.058650695	-0.00547088	0.1364412	-0.51023644	0.2687202	-0.27757093	0.6314308	0.90144545	0.037018508	-0.051166303	-0.96066266	-0.03479644	0.66626	0.4212196	0.19124214	-0.69185823	0.27967614	-0.19185168	0.2794812	0.53253263	-0.36210084	0.38474295	-1.1202685	0.1636247	0.2128582	0.3276889	-1.1195737	0.38549483	0.2769837	0.52263576	-0.24677408	-0.9530319	-0.09026653	0.4815084	-0.61752963	-0.103474624	0.019212969	0.52260745	0.6097645	0.045715477	0.7241574	-0.10360366	-0.54250574	-0.35740218	0.55395716	0.0022232006	-0.028395697	0.35232076	-0.104403086	0.8256675	-0.25098038	0.7590189	0.9581566	-0.08297765	0.81947297	-0.2336717	0.097755745	-1.0806069	-0.165786	0.32479504	-0.5448258	-0.5410639	0.10924591	-0.7391989	0.22979334	0.44066995	0.0
GSM6249414	-0.599806	-0.46676433	-0.38342676	-0.29363555	0.15617706	0.29697254	0.9256535	0.9750822	-0.7312255	0.37021732	0.92313	0.14947715	0.43472737	-0.5154469	-0.75775176	-1.1345363	0.84667724	-0.7930469	0.023773767	0.69609314	0.65562326	-1.3731529	-0.6774423	0.4749676	0.9610726	0.3200899	0.6638216	0.65598243	0.80879736	-0.104738034	0.9536623	0.7640177	0.58637834	-0.5506641	-0.24451359	-0.5518912	-0.001907366	-0.5485763	0.70023435	0.8769364	-0.22024302	0.28954566	0.112315364	-0.027916117	0.2656072	0.29249588	0.8497579	0.81252927	0.50043225	-0.39903274	0.08783952	0.4976258	0.019413233	0.22355276	0.20570715	0.6932518	-0.13915996	0.21721017	-0.87064356	0.39460826	-0.43738768	-0.95673966	-0.4730837	-0.32172415	0.78094155	-0.9460741	0.20006731	0.32768375	-0.1210978	-0.17690952	-0.9368174	-0.1654022	0.37136218	0.34975782	0.63654464	0.20553768	-0.3079845	0.046473358	-1.0227757	-0.5447744	0.06606973	-0.48092562	-0.56568664	-0.269521	0.04141908	-0.20413531	-0.26525554	0.2987641	0.49493948	-1.0293059	-0.03036617	-0.04330889	-0.37041163	0.09657694	0.7883565	0.80789256	-0.12109829	-1.0025958	0.55210173	-0.52609706	0.0
GSM6249415	-0.16463621	-0.34555104	-0.37334484	-1.0537593	0.74320424	-0.64833164	0.4139329	-1.0145063	0.0012202068	0.263412	0.565939	0.41440603	0.16841172	-1.5889314	-0.38021308	0.3877267	-0.19217426	1.1370442	-0.17834975	-0.43808502	-1.2599944	-0.7312132	0.5188437	-0.15300623	-0.48780373	-0.537096	0.40783715	-0.5560579	-0.49150303	-0.56933284	0.803141	-0.24005003	0.15166183	0.60228574	0.08569327	-0.29799888	0.39233157	0.029270992	0.7158665	0.14859551	-0.45450795	0.9465702	1.1021869	-0.23739551	-0.20713279	-0.8196214	0.8173456	-0.84740806	-0.07349167	0.29398167	-0.47021446	-0.19631839	-0.28166938	-0.40861443	0.70044893	-0.19132358	0.7044223	-0.067055106	-0.20822735	-0.3842638	1.0167825	-0.27438882	-0.31534457	-0.47015318	-0.48085058	-0.28424427	-0.11158794	-0.14716208	-0.49452394	-0.25564235	-0.30302355	0.6736782	-0.6743969	0.33609682	-0.11451426	0.15307379	-0.5496154	0.8305771	0.867887	-0.097499736	0.0943784	-0.21486983	-0.29534984	0.13191679	-0.10202503	0.009014146	-0.4978013	-0.6097061	0.98107123	-0.5050001	-0.26469418	-0.53083026	0.20462921	-0.02034419	-0.97263265	-0.28760636	1.1787012	-0.2887322	-0.8149665	0.26860768	0.0
GSM6249416	-0.122055724	0.1615999	-0.3513913	0.41892684	-0.23973419	0.38822326	0.7448054	-0.94465363	1.2000211	0.82378685	-0.20780951	-0.5591384	0.4301938	-0.40004554	0.02039508	0.3576608	0.21534634	0.45212796	0.25469238	-0.052935317	0.25817424	-0.13172199	-0.053525317	-0.49618313	-0.20258184	0.60967094	0.17190982	-0.17959146	0.023711385	0.36110625	-0.41112733	-0.07530667	0.8448163	0.056292005	0.4070851	0.16487323	-0.41143447	-0.020014876	0.24583484	-0.87653637	0.22506323	0.14034775	-0.3282408	0.61558837	0.057227902	-0.0900718	-1.0321873	0.40481126	-0.54473716	0.17491284	0.46066275	-0.2789572	-0.8318059	0.56884736	-0.28517666	0.9164988	0.55450004	-0.31333837	0.365884	0.41786182	0.6700701	0.3273152	0.6154823	-0.060786165	-0.11053866	0.641239	0.39780325	0.26694041	-0.03822793	-0.8862751	-0.118567035	0.41626042	0.5915806	0.6517286	-0.19862798	0.16362102	-0.72155434	-0.0042819926	1.5050685	-0.039988816	0.5690502	0.48433697	1.4970465	-0.043156784	-0.21494214	0.56387144	-0.3877715	-0.68341887	-0.59107316	-0.07648183	-0.1971807	-0.41741604	-0.3612113	-0.4367361	-0.8981544	0.5757656	-0.23020306	0.36979175	-0.40126905	-0.80285615	0.0
GSM6249417	1.432726	-0.39130056	-0.14648947	-0.53763413	0.367703	0.15456071	0.9035024	-0.7658686	0.46336356	-0.15964839	-1.0376543	0.09122964	-0.17200646	0.5021681	0.11498929	0.13038607	-0.28383407	0.2078942	-0.54355234	-0.64155203	-0.7509775	0.079501085	-0.32334906	-0.9040507	-0.6120728	0.5878137	-0.27958962	-1.5474484	0.13361058	0.41128406	1.2845929	0.19169639	0.48599145	0.34927893	0.17447151	0.56960547	-0.011273532	1.1977965	0.28362754	0.33440283	0.76494104	-0.7395256	-0.6590775	0.21613052	0.060706478	0.2961269	-0.31926754	0.14948706	-0.06293514	-0.008994654	0.6586194	0.4381718	-0.9330724	-0.84639895	-0.17007901	-0.9611986	-0.29003033	-0.59838754	-0.49056843	0.18401158	-0.44733325	0.3388822	-0.7991383	-0.103067204	0.023913585	0.87570286	-0.25379243	-0.11256883	-0.042187955	-1.0521805	-0.16992274	-0.121541314	-0.04122393	0.43793568	-0.12888235	-0.17500998	0.9860567	0.47208205	-0.43711537	-0.68539935	0.4307335	-0.00674796	-0.3032063	-0.62726146	0.4462604	0.01796144	-1.0904112	-0.85813725	0.35108754	0.17827018	-0.16873167	0.22445217	-0.31621793	0.115615726	-0.31572402	0.5244122	-0.3737363	0.17592064	-0.60367286	-0.24029343	0.0
GSM6249418	-0.124907054	0.8325861	0.25557345	-0.05251059	0.72310257	0.17453523	0.22281314	-0.4990866	0.06593348	-0.42778814	0.15321866	0.36529282	-0.21558173	-0.59418803	-0.15772803	0.3348519	0.099312104	0.03990703	-0.4272706	0.6053778	-0.6685586	0.76835275	-0.24599361	0.42481762	0.2124659	-0.036349595	-0.8819463	0.004189888	-0.4751154	-0.9874201	-0.26024643	0.4397263	-0.03653391	0.4500741	-0.20437743	-0.0076936153	0.025915634	-0.6170327	-0.016649336	0.1259206	-0.4264559	-0.2055259	0.13611744	-0.7560716	0.025318757	-0.076404735	-0.24450402	0.6761608	-0.22059065	0.72425926	0.30121127	-0.98897976	0.07957748	-0.3331243	0.47248408	0.38510746	-0.4449976	-0.09126082	-0.10758932	0.55111665	0.23979701	0.1905987	0.02768951	0.062210053	-0.25211802	-0.24310584	0.30375043	1.1042042	-0.30349365	0.36626136	-0.30940843	-0.36437035	-0.7789934	0.39668545	0.46361098	0.10613106	0.27946848	-0.31516424	-0.3710513	0.068107836	0.26333186	-0.6409361	-0.22137098	-0.4633664	-0.24201684	-0.22205228	-0.080457024	-0.80868906	-1.1710079	0.37899736	0.7032478	0.30599514	0.26221976	-1.0305399	0.22594775	0.3621061	-0.04094818	-0.38597363	0.56198573	-0.09321622	0.0
GSM6249420	0.7786269	-0.7140401	0.3403189	0.10840235	0.27945215	-0.18940851	-0.20799215	0.026314756	0.690021	-0.16198336	-0.5389885	-0.074573375	0.73997664	-0.15528633	-0.6075778	-0.24823411	0.03580355	-0.17105225	-0.17408475	0.049668655	0.14837806	0.45015752	0.21958353	-0.25978538	-0.8173204	0.20209405	0.49926615	0.23260072	-0.07657163	0.10004117	1.0536925	-0.23903309	0.34998906	0.3554401	0.10411522	0.18394838	-0.36919087	0.89038	0.19044532	0.7925373	-0.21831097	0.63979083	-0.40850678	-1.0492551	-0.84231645	0.1745818	-0.11728955	0.0033674862	0.01168414	0.124645635	0.12543698	0.60451657	-1.1016793	-0.09739078	1.4818712	-0.25019065	0.23944572	-0.22602504	-1.1800308	-1.0348043	0.43929055	0.041057087	0.5334104	0.33646855	-0.60854983	-0.24027148	0.26320964	0.138242	-0.11596836	-0.11856114	0.76093656	0.19082093	0.45745885	0.44349888	-0.18256626	-0.0019948268	-0.5308467	-1.0120872	1.222	0.14386034	-0.57462454	0.05585571	-0.32628435	-0.6849544	0.07383107	-0.8272915	-0.49985597	-0.35508758	0.30278078	-0.08429349	-0.37684888	-0.19536866	0.4815908	-0.08705489	-0.019222345	0.09975067	-0.1469196	-0.5071954	0.41577932	0.35652032	0.0
GSM6249422	1.0419133	-0.14936355	0.38870376	-0.74257445	0.01553265	-0.35245138	-0.18785079	-0.060511127	-0.47821057	-0.03517906	-1.0842836	-0.6138128	-0.2277051	1.036411	-0.6377467	-0.55866814	0.7603894	-0.8229346	0.17697039	0.6665313	-0.10483865	0.38380665	0.33311132	-0.042175207	0.6429392	0.31684455	-0.058761757	0.14113992	-0.24866186	-0.2566557	-0.34377974	0.68301004	-0.37177616	0.3464075	-0.7467192	0.4925951	-0.55281717	-0.851214	-0.51937	-0.13827243	-0.37577882	-0.8365456	0.5141001	-0.061322562	0.7054253	-0.21638063	0.38315314	1.0387204	0.25770113	-0.016787874	-0.027535645	-0.9231812	-0.22883455	-0.8654103	0.17631298	-0.4327639	-0.5947293	0.11078156	-0.48467565	-0.178181	-0.4270977	0.50124687	-0.7458873	-0.41569036	0.026094446	0.5731868	0.7718474	0.33841994	0.47070646	0.5000185	-0.8154223	0.39278254	-0.1170698	0.32210535	0.1935847	0.11382779	-0.36131495	0.053485453	-0.11243016	0.26936436	-0.46263683	-0.64172685	-0.77506655	-0.98657453	-0.42359516	0.1710675	-0.105019405	-0.010650656	-0.34636602	0.24673536	0.09597871	0.58893025	-0.12095074	0.38201123	0.094644696	-0.67603	1.059753	0.19339211	0.29973364	0.02243073	0.0
GSM6249423	0.019094892	0.13245556	-1.0426539	0.47924343	-0.036497474	-0.40725344	-0.88596797	-0.18137717	-0.0048165163	0.2270624	0.63207805	-0.77076274	0.17207998	-1.0513003	-0.19413888	-0.17031765	0.5421318	0.18414566	-0.5018796	-0.87304693	-0.3976073	0.03118888	-0.12461994	0.09075524	-0.6950397	-0.074755795	0.44587997	-0.71330017	0.42020065	-1.1422122	-0.0124740405	-0.0772052	1.4249012	0.157146	-0.30892968	0.44989482	-0.4036739	0.57593584	0.37233874	0.43425947	0.32789025	-0.025402574	0.0486402	-0.49633098	-0.27061003	0.7047457	0.023984473	0.69890463	0.17407998	-0.1930111	0.54318386	-0.061383642	1.1690814	-1.1808844	-1.375897	0.9235165	-0.35333356	-0.3281838	0.24107942	-0.54228467	0.62603104	-0.70489186	-0.33355555	0.36328506	-0.61089575	0.6842161	-0.036902174	0.10302941	-0.18666188	-0.27415568	0.47094405	-0.8475077	-0.79717463	0.65133774	-0.62649655	0.55070066	-0.63533396	0.33838245	0.15684386	0.33503026	-0.6540477	0.059447102	0.104754955	-1.0134166	-0.46473178	-0.2701775	-0.13704593	-0.48738238	0.15336648	1.0635519	-0.14616817	-0.5678254	0.22863196	-0.19378012	0.17593816	0.21899557	0.38904354	-0.62918216	-0.55556786	-0.64913017	0.0
GSM6249424	0.27952543	0.2887973	-1.4001685	-0.20894581	0.14371473	-0.01148422	0.2082494	0.24101883	-0.5979887	-0.57190585	0.31198046	-0.1435888	0.801499	-0.421897	-0.09299456	-0.2554499	-0.3677901	-0.8523441	-0.012270655	-0.8784069	0.052377045	0.2960121	-0.94179654	0.13618124	-0.09446762	0.51041496	-0.5821812	-0.6372189	0.01777196	1.3346008	0.07005121	1.3570304	0.8450322	-0.035830658	0.57633114	-0.58002406	0.89671665	-0.4087571	0.3593854	-1.0752579	0.20564932	-0.42823768	0.18547171	-0.056755338	-0.10835599	1.0696887	0.36970222	0.27349406	-0.27196243	-0.5475157	-0.20051591	-0.6677046	0.04396616	-0.8347283	-0.257372	0.3505447	-0.16799733	0.42807424	-0.9174597	-0.70666414	-0.36927316	-0.97768974	-0.32605466	0.2107554	-0.30473	0.1716437	-0.72290903	-0.15635769	0.7953338	-0.77532154	0.549212	-0.81857646	0.9807871	0.038211964	-0.27370802	-0.069529645	-0.1752225	0.15790713	0.1258113	0.78602624	-0.06579125	-1.0092019	0.61333317	-0.22143307	-0.08664277	0.11646994	-0.9697999	-0.36974397	-0.20006393	-0.63357586	-0.3804145	-0.9512487	0.23407927	-0.7014451	-0.03289687	0.18362609	0.520636	-0.082109466	-0.23334384	-0.40523177	0.0
GSM6249425	0.07512443	0.009919111	0.23201427	0.078907475	0.27871433	0.036408275	0.01881889	0.3035256	-0.3719233	0.42005584	-0.23130569	-0.177323	-0.03137854	-0.18435797	-0.012573703	-0.13367881	0.16815138	0.081302054	-0.292102	0.07537569	0.24210118	0.2557304	-0.077157184	-0.062248353	0.014026975	0.38463888	-0.25918	0.60497135	0.6048654	0.1437594	-0.16793661	-0.11587521	-0.6826787	0.48891073	-0.6589853	-0.25826395	-0.026570313	0.12944925	-0.060126703	-0.58859855	0.00532201	-0.38631862	-0.4409667	-0.06754014	0.2570637	-0.60055816	0.19583006	-0.3219708	-0.18814443	-0.24907313	0.18773244	0.66959774	-0.5720229	0.11139067	1.0712905	-0.07227883	0.19318876	0.042795498	-0.49069434	-0.042084206	0.49941412	-0.13644722	-0.6408495	-0.24244213	-0.22097456	0.2655719	0.4120184	-0.15695885	-0.03466332	-0.21685366	0.6830677	-0.29399502	0.40714613	-0.1971416	0.6725723	-0.13685256	0.74502957	0.392274	-0.057689004	-0.2507061	0.24885638	0.051693745	0.21724714	0.6131213	0.5587582	0.20869052	-0.24276802	-0.3159555	0.36789405	-0.40084323	0.51813406	-0.36448935	0.49290264	-0.062658	0.22902215	0.8882932	-0.113189474	0.026590724	-0.085833415	-0.51004833	1.0
GSM6249426	0.5121354	0.66298157	-0.09309909	0.108240485	-0.34356236	0.24348523	-0.26345158	0.807749	0.07568462	0.2607909	0.0048585036	0.46005076	0.39156458	-0.065584324	0.3911532	0.41705322	-0.3235235	0.35264346	-0.6908943	-0.0991778	0.39647233	0.049248975	-1.4373863	0.45148543	0.4348419	0.6033625	0.25256515	-0.026568277	-0.01517957	0.08067429	0.26155213	-0.03696259	-0.62169445	-0.057768542	-0.5248847	-0.020987786	-0.87459075	0.38505727	0.31963706	-0.64907336	-0.5469602	0.77127945	1.101324	0.04016837	0.72602975	0.5441897	-0.46152598	-0.3057023	0.4905736	0.5526946	-0.30997527	-0.31294706	-0.07059168	0.032549128	0.019310795	0.7904142	0.082671076	-0.5726869	-0.4574033	-0.16635816	0.0412336	0.08511817	-0.5271205	-0.53221524	-0.547711	1.0439444	-0.28081676	1.3354255	0.05363584	0.6900834	0.21662463	-0.34770736	0.10980289	-0.11896623	-0.103685245	0.5732355	-0.6917321	-0.42810655	-0.4325516	0.2851334	-0.09402841	0.20200494	-0.4072178	-0.2682508	-0.19809218	0.66502136	-0.5839542	-0.31935346	0.24270093	0.31284964	0.60310173	-0.28314325	1.2870451	-0.713913	-0.099026956	-0.5884856	0.3007695	0.14097843	0.8391512	0.42033756	0.0
GSM6249427	0.10662649	0.8360648	-0.41951358	0.21218108	-0.1651908	-0.24748956	-0.95212406	-0.05096124	-0.5842006	0.7778439	0.54812294	-0.05277431	0.5481782	-0.45982814	0.24278381	0.07812856	0.5540824	0.3404589	-0.6432491	0.16439109	-1.0895388	-0.102723844	-0.45219404	-0.7804104	-0.3535606	0.8212832	-0.7917542	-0.13771641	-0.6358363	0.41905978	0.30852613	0.27761418	0.54630715	-0.16350384	-0.7864917	-0.04678446	-0.16230346	0.06897352	-0.8435734	0.26779178	-0.2738464	0.60472715	-0.4152402	0.69892555	0.11337555	-0.0666382	-0.4039869	1.1489224	0.38678035	-0.99593586	-0.07967365	-0.18151568	0.64476246	-0.25132015	0.6390612	-0.62381023	0.34249684	-0.17390339	0.34920457	0.62346107	-0.34281033	-0.35783708	-0.01889608	-0.44637161	-0.2008223	-0.040459964	-0.44982886	0.1522588	-0.46486595	0.7836826	-0.675985	0.84850544	-0.046975985	-0.029667541	0.31893075	0.4474868	0.22433543	-0.08200536	0.18170269	0.20875885	-0.17488414	-0.11751805	0.43571427	-0.22598393	0.20627813	0.13670221	0.43060252	-0.20467731	-0.67053837	-0.033505604	0.13282137	0.31128985	-0.49070862	0.35561386	1.5926648	0.093542665	-0.07715336	-0.69717795	-0.3757082	-0.40198004	0.0
GSM6249428	-0.18902148	-0.0643183	-0.11549008	-0.04746592	0.22400793	-0.33024505	-1.0540798	-0.33913746	-0.19031598	-0.49240047	0.0010649186	0.43144605	0.03753026	-0.6526778	-0.34957567	0.59262604	0.34623706	0.14692043	-0.07277951	-0.25244218	0.22193907	0.05531695	-0.025757987	0.045317706	-0.17198312	0.32897046	0.7966817	-0.33983147	0.6355679	-0.540923	0.19400991	0.28754568	0.048810028	-0.41517764	-0.13056894	-0.43336654	0.20091788	0.02592446	-0.15221645	0.37928134	0.79140294	-0.49862242	-0.75023204	0.56857586	-0.13536863	-0.07504407	-0.04058132	-0.5134916	-0.5739566	0.029000223	0.111355856	0.19627051	0.14881979	-0.07260448	0.25655887	0.2979303	0.51170194	-0.2006461	0.33147746	-0.5977056	-0.62187105	-0.18355238	0.55478185	0.397982	0.73246676	0.08058851	0.450653	-0.48006186	0.28205448	-0.014376715	0.44026	0.036085416	0.45240843	0.43006963	-0.70666623	0.015642162	0.24362825	0.088138506	-0.15662643	0.22531724	-0.060696624	0.11497671	0.047991537	-0.42682973	-0.54147035	-0.42241612	0.53842705	-0.029257435	-0.056330882	-0.45246127	-0.5981635	-0.08680136	0.35298038	-0.031713955	0.08436146	-0.08490155	0.08587745	0.34221408	-0.542548	-0.06760366	0.0
GSM6249430	0.10886297	-0.16819794	-1.1560702	0.011858593	-0.91489786	-0.10133427	-0.23336127	0.24485525	0.7142091	-0.47059277	-0.08592884	0.30159155	-0.17000093	-0.6661162	0.029295754	-0.7643351	0.5882615	-0.63295746	-0.679146	-0.0141881965	-0.18203185	0.7687837	-0.41850296	0.38530898	0.07740981	0.22514826	0.51090944	0.36470765	-0.37766677	-0.34907728	0.027130032	-0.1222841	-0.56735355	-0.24012646	-0.35437554	0.12419378	-0.07117889	-0.13168481	-1.2763865	0.22092584	0.54316396	-0.14062662	0.5687933	-0.6175609	0.6357349	-0.35377032	0.66346014	0.106066376	-0.30091166	-0.6060412	-0.14800519	-0.08034291	0.3950411	0.1518978	-0.72932005	0.050801225	-0.40441507	-0.61150247	0.262302	-0.45987844	0.17638527	0.33013368	0.0762121	-0.5262956	0.5225433	-0.6809787	-0.2191208	-0.12764683	-0.18325654	-0.06657625	0.1274081	-0.36906394	-0.63916683	-0.42136484	0.43940488	-0.3056464	-0.15278406	-0.11531604	-0.494978	0.3920334	-0.31772733	0.1885509	-0.22143634	0.56182605	-0.027641539	-0.46777812	-0.09184118	-0.17645033	0.22802685	-0.40949872	-0.10715983	-0.8753951	-0.70551455	0.83416325	0.8498368	-0.56592077	0.2975309	-0.11303705	-0.07526029	-0.35123485	0.0
